,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urbeduc,spirit,protest,catholic,frsthalf,educ0,evermarr
3853,9.0,66.0,21.0,0.0,1.0,0.0,1.0,6.0,2.0,17.0,2.0,1.0,1.0,1.0,82.0,15.0,4.0,6.0,441.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4017,5.0,70.0,18.0,0.0,1.0,0.0,1.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1265,11.0,59.0,28.0,0.0,1.0,0.0,0.0,7.0,2.0,23.0,2.0,1.0,1.0,11.0,86.0,27.0,4.0,7.0,784.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
483,11.0,72.0,15.0,0.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
3679,5.0,66.0,22.0,0.0,0.0,0.0,0.0,7.0,1.0,21.0,0.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,484.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4021,3.0,52.0,36.0,0.0,1.0,0.0,0.0,2.0,7.0,19.0,7.0,1.0,0.0,11.0,69.0,17.0,2.0,0.0,1296.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
277,9.0,63.0,25.0,0.0,1.0,0.0,0.0,7.0,2.0,16.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,625.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
988,1.0,72.0,16.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,256.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
2084,4.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,2.0,1.0,1.0,5.0,78.0,26.0,3.0,0.0,1296.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1245,6.0,64.0,24.0,0.0,1.0,0.0,0.0,10.0,3.0,16.0,3.0,1.0,1.0,2.0,87.0,22.0,6.0,7.0,576.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0
2382,3.0,72.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,256.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
571,12.0,61.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,1.0,87.0,19.0,10.0,0.0,676.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1435,6.0,71.0,17.0,1.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,289.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
993,11.0,71.0,17.0,0.0,0.0,0.0,0.0,6.0,1.0,15.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,289.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2639,10.0,60.0,27.0,0.0,1.0,0.0,1.0,0.0,3.0,17.0,3.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3259,10.0,53.0,35.0,0.0,1.0,0.0,1.0,0.0,5.0,18.0,4.0,1.0,1.0,11.0,82.0,29.0,5.0,6.0,1225.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
585,1.0,60.0,28.0,0.0,1.0,0.0,0.0,7.0,2.0,22.0,2.0,1.0,1.0,9.0,88.0,28.0,6.0,0.0,784.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
2800,3.0,69.0,19.0,0.0,1.0,0.0,1.0,7.0,1.0,19.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2514,12.0,53.0,34.0,0.0,1.0,0.0,1.0,0.0,5.0,16.0,4.0,1.0,1.0,12.0,75.0,22.0,5.0,0.0,1156.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1349,5.0,70.0,18.0,0.0,1.0,0.0,0.0,9.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,324.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1007,7.0,54.0,34.0,0.0,1.0,0.0,1.0,0.0,4.0,23.0,4.0,1.0,0.0,11.0,73.0,19.0,6.0,4.0,1156.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
674,1.0,54.0,34.0,0.0,1.0,0.0,1.0,7.0,2.0,17.0,1.0,1.0,0.0,8.0,77.0,23.0,5.0,7.0,1156.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
2412,6.0,62.0,26.0,0.0,1.0,0.0,1.0,6.0,2.0,21.0,2.0,1.0,1.0,7.0,84.0,22.0,2.0,0.0,676.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0
447,2.0,68.0,20.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,4.0,88.0,20.0,5.0,7.0,400.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
2656,6.0,69.0,19.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3478,6.0,63.0,25.0,0.0,0.0,0.0,0.0,7.0,3.0,16.0,3.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2064,8.0,73.0,15.0,0.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3677,6.0,46.0,42.0,0.0,1.0,0.0,1.0,3.0,10.0,18.0,10.0,1.0,0.0,2.0,65.0,18.0,6.0,4.0,1764.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2907,2.0,66.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,1.0,0.0,10.0,85.0,19.0,3.0,9.0,484.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1690,7.0,64.0,24.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,576.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
3838,11.0,71.0,16.0,0.0,0.0,0.0,0.0,9.0,1.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1247,1.0,66.0,22.0,0.0,0.0,0.0,1.0,0.0,2.0,19.0,2.0,1.0,1.0,2.0,83.0,17.0,3.0,7.0,484.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1985,2.0,64.0,24.0,1.0,1.0,0.0,0.0,7.0,2.0,17.0,2.0,1.0,1.0,1.0,84.0,19.0,4.0,7.0,576.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
294,11.0,64.0,24.0,0.0,1.0,0.0,0.0,9.0,2.0,20.0,2.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,576.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1547,10.0,69.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,9.0,88.0,18.0,4.0,2.0,361.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
2012,6.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,400.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
588,4.0,70.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
2403,6.0,54.0,34.0,0.0,1.0,0.0,0.0,4.0,3.0,20.0,3.0,1.0,1.0,6.0,74.0,20.0,5.0,0.0,1156.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
2129,4.0,70.0,18.0,0.0,1.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4301,10.0,59.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,1.0,1.0,8.0,73.0,13.0,3.0,0.0,784.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3405,3.0,47.0,41.0,0.0,1.0,0.0,1.0,0.0,8.0,16.0,6.0,1.0,1.0,5.0,82.0,35.0,4.0,10.0,1681.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
425,9.0,72.0,16.0,0.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
2582,5.0,67.0,21.0,0.0,0.0,0.0,0.0,10.0,2.0,18.0,2.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,441.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1054,12.0,63.0,24.0,1.0,1.0,0.0,1.0,7.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,1.0,0.0,576.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
3870,8.0,60.0,28.0,1.0,1.0,0.0,1.0,15.0,3.0,21.0,2.0,1.0,1.0,8.0,82.0,22.0,5.0,15.0,784.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
556,8.0,64.0,24.0,0.0,1.0,0.0,0.0,5.0,3.0,17.0,3.0,1.0,1.0,6.0,85.0,20.0,4.0,8.0,576.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
3505,6.0,62.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,676.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4219,11.0,63.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,3.0,80.0,16.0,10.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4113,9.0,65.0,23.0,1.0,0.0,0.0,0.0,7.0,2.0,20.0,2.0,1.0,0.0,1.0,88.0,22.0,7.0,7.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3229,4.0,52.0,36.0,0.0,1.0,0.0,1.0,5.0,7.0,16.0,6.0,1.0,0.0,5.0,78.0,26.0,10.0,0.0,1296.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4111,9.0,72.0,16.0,0.0,1.0,0.0,0.0,6.0,1.0,15.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3741,9.0,63.0,24.0,0.0,1.0,0.0,1.0,0.0,2.0,18.0,2.0,1.0,0.0,1.0,80.0,16.0,4.0,0.0,576.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1193,4.0,69.0,19.0,0.0,1.0,0.0,0.0,2.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,361.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
1716,12.0,60.0,27.0,1.0,0.0,0.0,0.0,6.0,1.0,17.0,1.0,1.0,1.0,10.0,78.0,17.0,6.0,7.0,729.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
2604,5.0,62.0,26.0,0.0,1.0,1.0,1.0,7.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,676.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4218,1.0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,3.0,0.0,0.0,5.0,78.0,32.0,12.0,0.0,1764.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1704,6.0,60.0,28.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,7.0,85.0,25.0,5.0,10.0,784.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
2618,8.0,66.0,22.0,0.0,1.0,0.0,0.0,10.0,1.0,18.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,484.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,6.0,45.0,43.0,0.0,1.0,0.0,0.0,0.0,5.0,20.0,5.0,1.0,1.0,4.0,84.0,38.0,7.0,7.0,1849.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2139,10.0,57.0,30.0,0.0,1.0,0.0,0.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2383,8.0,65.0,23.0,0.0,0.0,0.0,1.0,7.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
2858,4.0,45.0,43.0,1.0,1.0,0.0,0.0,12.0,4.0,25.0,4.0,1.0,1.0,1.0,87.0,19.0,1.0,0.0,1849.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1285,5.0,69.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,361.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
2894,5.0,67.0,21.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2927,2.0,72.0,16.0,0.0,1.0,0.0,1.0,8.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3711,6.0,70.0,18.0,0.0,0.0,0.0,0.0,7.0,2.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2087,12.0,72.0,15.0,0.0,0.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1889,3.0,69.0,19.0,1.0,1.0,0.0,0.0,9.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,361.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1591,8.0,68.0,20.0,0.0,1.0,0.0,0.0,6.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,400.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
1346,6.0,73.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2162,2.0,53.0,35.0,0.0,1.0,0.0,0.0,7.0,5.0,21.0,5.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1225.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2396,9.0,54.0,33.0,0.0,1.0,0.0,0.0,8.0,2.0,21.0,2.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,1089.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
2788,8.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2271,12.0,72.0,15.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3744,12.0,53.0,34.0,0.0,1.0,0.0,0.0,0.0,3.0,22.0,2.0,1.0,0.0,8.0,77.0,23.0,2.0,6.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1137,9.0,68.0,19.0,0.0,1.0,0.0,1.0,12.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,361.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
3535,10.0,69.0,19.0,0.0,0.0,0.0,0.0,5.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,8.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
972,10.0,68.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
795,6.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,1.0,11.0,80.0,18.0,3.0,5.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
1711,4.0,56.0,32.0,1.0,1.0,0.0,0.0,0.0,2.0,19.0,2.0,1.0,1.0,1.0,70.0,13.0,2.0,0.0,1024.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3841,6.0,72.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
453,6.0,50.0,38.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,8.0,1.0,1.0,3.0,70.0,19.0,8.0,0.0,1444.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
913,7.0,46.0,42.0,0.0,1.0,0.0,0.0,10.0,2.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1764.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
3103,9.0,73.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1199,8.0,70.0,18.0,0.0,1.0,0.0,0.0,7.0,1.0,15.0,1.0,1.0,1.0,11.0,87.0,17.0,4.0,12.0,324.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
1274,8.0,65.0,23.0,0.0,1.0,0.0,0.0,10.0,2.0,18.0,1.0,1.0,1.0,12.0,81.0,16.0,4.0,12.0,529.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0
2375,9.0,59.0,29.0,0.0,0.0,0.0,0.0,7.0,2.0,17.0,2.0,1.0,1.0,1.0,75.0,15.0,5.0,0.0,841.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,1.0,48.0,40.0,1.0,1.0,1.0,1.0,12.0,2.0,26.0,2.0,1.0,1.0,3.0,73.0,25.0,2.0,15.0,1600.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0
974,10.0,68.0,20.0,0.0,0.0,0.0,1.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,400.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
983,12.0,56.0,31.0,0.0,1.0,0.0,1.0,4.0,7.0,17.0,7.0,1.0,1.0,12.0,76.0,20.0,7.0,6.0,961.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
3095,9.0,71.0,17.0,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,289.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,4.0,43.0,45.0,0.0,1.0,0.0,0.0,9.0,8.0,20.0,7.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,2025.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1560,8.0,71.0,17.0,0.0,1.0,0.0,0.0,10.0,2.0,16.0,2.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,289.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
39,3.0,59.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,841.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1486,11.0,51.0,37.0,0.0,1.0,0.0,0.0,7.0,2.0,27.0,2.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,1369.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
3271,2.0,51.0,37.0,0.0,0.0,0.0,0.0,4.0,6.0,19.0,6.0,1.0,0.0,11.0,69.0,18.0,6.0,1.0,1369.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
169,7.0,65.0,23.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1355,2.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,2.0,20.0,1.0,1.0,1.0,11.0,87.0,25.0,5.0,7.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
3634,8.0,56.0,32.0,0.0,1.0,0.0,0.0,0.0,7.0,17.0,6.0,1.0,1.0,9.0,85.0,29.0,3.0,3.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4142,9.0,72.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3193,10.0,52.0,36.0,0.0,0.0,0.0,0.0,4.0,3.0,17.0,3.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,1296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2682,1.0,68.0,20.0,0.0,1.0,0.0,0.0,12.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3058,9.0,66.0,22.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,484.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,1.0,69.0,19.0,1.0,1.0,1.0,1.0,11.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,361.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0
1290,5.0,73.0,15.0,0.0,1.0,0.0,0.0,6.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
1380,12.0,63.0,24.0,0.0,1.0,0.0,1.0,8.0,2.0,16.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,576.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,3.0,58.0,30.0,1.0,1.0,1.0,1.0,9.0,2.0,20.0,2.0,1.0,1.0,12.0,79.0,21.0,3.0,12.0,900.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0
579,6.0,48.0,40.0,0.0,1.0,1.0,1.0,4.0,8.0,19.0,7.0,1.0,1.0,9.0,64.0,16.0,7.0,7.0,1600.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0
3275,2.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2030,6.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,1.0,1.0,4.0,77.0,16.0,4.0,0.0,784.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
892,2.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,2.0,20.0,2.0,1.0,0.0,11.0,85.0,23.0,4.0,8.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
780,2.0,62.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,676.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
159,9.0,40.0,48.0,1.0,1.0,1.0,0.0,12.0,2.0,21.0,2.0,1.0,1.0,9.0,60.0,20.0,2.0,12.0,2304.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0
2,7.0,58.0,30.0,1.0,0.0,0.0,0.0,5.0,1.0,27.0,1.0,1.0,0.0,6.0,83.0,24.0,5.0,7.0,900.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
3176,9.0,72.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3831,10.0,49.0,39.0,0.0,0.0,0.0,0.0,2.0,6.0,19.0,6.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,12.0,67.0,20.0,1.0,1.0,0.0,0.0,6.0,1.0,19.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,6.0,56.0,32.0,0.0,1.0,0.0,0.0,10.0,3.0,19.0,3.0,1.0,1.0,11.0,73.0,17.0,4.0,5.0,1024.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2794,6.0,64.0,24.0,0.0,1.0,0.0,0.0,5.0,1.0,24.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,576.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1596,2.0,66.0,22.0,0.0,1.0,0.0,0.0,10.0,1.0,19.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,484.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1776,5.0,65.0,23.0,0.0,1.0,0.0,0.0,5.0,1.0,18.0,1.0,1.0,0.0,7.0,82.0,17.0,4.0,0.0,529.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0
1913,10.0,69.0,18.0,1.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,9.0,69.0,18.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1544,8.0,73.0,15.0,1.0,0.0,1.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
2830,7.0,64.0,24.0,0.0,1.0,0.0,0.0,8.0,2.0,16.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,576.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
